seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,score,cluster_name
chr7,23974615,23991030,16416,+,ENSMUSG00000097425,Vmn1r181,protein_coding,0,chr7_cluster_6
chr7,24053254,24055691,2438,+,ENSMUSG00000118318,Vmn1r183,protein_coding,0,chr7_cluster_6
chr7,26255066,26255626,561,+,ENSMUSG00000092514,Vmn1r-ps86,unprocessed_pseudogene,0,chr7_cluster_7
chr7,26260334,26272595,12262,+,ENSMUSG00000046130,Vmn1r184,protein_coding,0,chr7_cluster_7
chr7,26607636,26612078,4443,-,ENSMUSG00000091924,Vmn1r185,protein_coding,0,chr7_cluster_7
chr13,22057337,22057909,573,-,ENSMUSG00000083873,Vmn1r-ps92,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22078070,22078684,615,+,ENSMUSG00000082869,Vmn1r-ps93,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22084440,22096493,12054,+,ENSMUSG00000069299,Vmn1r188,protein_coding,0,chr13_cluster_1
chr13,22092119,22092576,458,+,ENSMUSG00000081334,Vmn1r-ps94,transcribed_unprocessed_pseudogene,0,chr13_cluster_1
chr13,22099762,22105824,6063,-,ENSMUSG00000099611,Vmn1r189,protein_coding,0,chr13_cluster_1
chr13,22123289,22124193,905,+,ENSMUSG00000081469,Vmn1r-ps95,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22126741,22127039,299,+,ENSMUSG00000114620,Vmn1r-ps96,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22136394,22137026,633,-,ENSMUSG00000083167,Vmn1r-ps97,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22143472,22145525,2054,-,ENSMUSG00000089973,Vmn1r190-ps,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22173220,22183969,10750,-,ENSMUSG00000095916,Vmn1r191,protein_coding,0,chr13_cluster_1
chr13,22174695,22175783,1089,-,ENSMUSG00000083348,Vmn1r-ps99,transcribed_unprocessed_pseudogene,0,chr13_cluster_1
chr13,22183997,22191141,7145,-,ENSMUSG00000099787,Vmn1r192,protein_coding,0,chr13_cluster_1
chr13,22213672,22223160,9489,-,ENSMUSG00000046932,Vmn1r193,protein_coding,0,chr13_cluster_1
chr13,22244215,22253208,8994,+,ENSMUSG00000069297,Vmn1r194,protein_coding,0,chr13_cluster_1
chr13,22270522,22285022,14501,+,ENSMUSG00000069296,Vmn1r195,protein_coding,0,chr13_cluster_1
chr13,22289920,22302001,12082,+,ENSMUSG00000069295,Vmn1r196,protein_coding,0,chr13_cluster_1
chr13,22298612,22299482,871,-,ENSMUSG00000082785,Vmn1r-ps100,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22324589,22332866,8278,+,ENSMUSG00000069294,Vmn1r197,protein_coding,0,chr13_cluster_1
chr13,22350364,22362166,11803,+,ENSMUSG00000095125,Vmn1r198,protein_coding,0,chr13_cluster_1
chr13,22370561,22370825,265,+,ENSMUSG00000114666,Vmn1r-ps101,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22379818,22388137,8320,+,ENSMUSG00000069292,Vmn1r199,protein_coding,0,chr13_cluster_1
chr13,22385649,22386534,886,+,ENSMUSG00000081080,Vmn1r-ps102,transcribed_unprocessed_pseudogene,0,chr13_cluster_1
chr13,22390373,22401513,11141,+,ENSMUSG00000101073,Vmn1r200,protein_coding,0,chr13_cluster_1
chr13,22441272,22443160,1889,+,ENSMUSG00000084924,Vmn1r-ps103,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22449534,22450441,908,+,ENSMUSG00000081283,Vmn1r-ps104,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22471923,22478731,6809,+,ENSMUSG00000094898,Vmn1r201,protein_coding,0,chr13_cluster_1
chr13,22480631,22483043,2413,+,ENSMUSG00000081717,Vmn1r-ps106,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22491604,22492235,632,+,ENSMUSG00000080697,Vmn1r-ps107,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22496034,22496429,396,+,ENSMUSG00000081495,Vmn1r-ps108,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22497750,22505381,7632,-,ENSMUSG00000094379,Vmn1r202,protein_coding,0,chr13_cluster_1
chr13,22518114,22532474,14361,+,ENSMUSG00000069289,Vmn1r203,protein_coding,0,chr13_cluster_1
chr13,22553198,22559306,6109,+,ENSMUSG00000094637,Vmn1r204,protein_coding,0,chr13_cluster_1
chr13,22591900,22593000,1101,-,ENSMUSG00000100296,Vmn1r205,protein_coding,0,chr13_cluster_1
chr13,22617456,22624251,6796,-,ENSMUSG00000101578,Vmn1r206,protein_coding,0,chr13_cluster_1
chr13,22625758,22626706,949,-,ENSMUSG00000081914,Vmn1r-ps109,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22628062,22629164,1103,-,ENSMUSG00000083413,Vmn1r-ps110,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22690948,22692085,1138,-,ENSMUSG00000083673,Vmn1r-ps111,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22722717,22729629,6913,-,ENSMUSG00000084136,Vmn1r207,protein_coding,0,chr13_cluster_1
chr13,22732955,22733864,910,-,ENSMUSG00000082540,Vmn1r-ps112,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22736975,22738093,1119,-,ENSMUSG00000081531,Vmn1r-ps113,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22771474,22777400,5927,-,ENSMUSG00000071493,Vmn1r208,protein_coding,0,chr13_cluster_1
chr13,22800629,22809682,9054,-,ENSMUSG00000071491,Vmn1r209,protein_coding,0,chr13_cluster_1
chr13,22825875,22831348,5474,-,ENSMUSG00000061296,Vmn1r210,protein_coding,0,chr13_cluster_1
chr13,22844921,22846058,1138,-,ENSMUSG00000083297,Vmn1r-ps114,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22847426,22857561,10136,-,ENSMUSG00000063998,Vmn1r211,protein_coding,0,chr13_cluster_1
chr13,22875093,22875394,302,-,ENSMUSG00000082037,Vmn1r-ps116,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22883042,22884205,1164,-,ENSMUSG00000071490,Vmn1r212,protein_coding,0,chr13_cluster_1
chr13,22897719,22898738,1020,-,ENSMUSG00000114527,Vmn1r-ps117,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22939199,22940072,874,-,ENSMUSG00000082268,Vmn1r-ps120,unprocessed_pseudogene,0,chr13_cluster_1
chr13,22996145,22996740,596,-,ENSMUSG00000079064,Vmn1r-ps123,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23007656,23015138,7483,+,ENSMUSG00000060024,Vmn1r213,protein_coding,0,chr13_cluster_1
chr13,23023247,23023545,299,+,ENSMUSG00000082656,Vmn1r-ps125,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23030418,23037957,7540,+,ENSMUSG00000061829,Vmn1r214,protein_coding,0,chr13_cluster_1
chr13,23056531,23057617,1087,+,ENSMUSG00000083124,Vmn1r-ps126,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23068025,23078006,9982,+,ENSMUSG00000099917,Vmn1r215,protein_coding,0,chr13_cluster_1
chr13,23096976,23108732,11757,+,ENSMUSG00000115697,Vmn1r216,protein_coding,0,chr13_cluster_1
chr13,23099071,23100129,1059,+,ENSMUSG00000116057,Vmn1r216,protein_coding,0,chr13_cluster_1
chr13,23104296,23104773,478,+,ENSMUSG00000081912,Vmn1r-ps127,transcribed_unprocessed_pseudogene,0,chr13_cluster_1
chr13,23105100,23118226,13127,-,ENSMUSG00000115791,Vmn1r217,protein_coding,0,chr13_cluster_1
chr13,23124467,23126243,1777,+,ENSMUSG00000084315,Vmn1r-ps128,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23133155,23146112,12958,+,ENSMUSG00000115020,Vmn1r218,protein_coding,0,chr13_cluster_1
chr13,23159312,23169012,9701,+,ENSMUSG00000061376,Vmn1r219,protein_coding,0,chr13_cluster_1
chr13,23178514,23187975,9462,-,ENSMUSG00000096099,Vmn1r220,protein_coding,0,chr13_cluster_1
chr13,23198348,23198597,250,-,ENSMUSG00000114699,Vmn1r-ps131,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23201161,23202118,958,-,ENSMUSG00000080794,Vmn1r-ps132,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23214127,23229217,15091,+,ENSMUSG00000082316,Vmn1r221,protein_coding,0,chr13_cluster_1
chr13,23228423,23228752,330,-,ENSMUSG00000114811,Vmn1r-ps133,unprocessed_pseudogene,0,chr13_cluster_1
chr13,23230836,23235947,5112,-,ENSMUSG00000061022,Vmn1r222,protein_coding,0,chr13_cluster_1
chr13,23247134,23255354,8221,+,ENSMUSG00000069280,Vmn1r223,protein_coding,0,chr13_cluster_1
chr13,23268879,23269450,572,+,ENSMUSG00000084096,Vmn1r-ps135,unprocessed_pseudogene,0,chr13_cluster_1
chr14,61543727,61544078,352,+,ENSMUSG00000115802,Vmn1r-ps136,unprocessed_pseudogene,0,chr14_cluster_1
chr16,3088680,3089478,799,+,ENSMUSG00000116247,Vmn1r-ps137,unprocessed_pseudogene,0,chr16_cluster_1
chr17,20121750,20122549,800,-,ENSMUSG00000117169,Vmn1r-ps139,unprocessed_pseudogene,0,chr17_cluster_2
chr17,20183958,20200721,16764,-,ENSMUSG00000117068,Vmn1r-ps140,transcribed_unprocessed_pseudogene,0,chr17_cluster_2
chr17,20405001,20405780,780,+,ENSMUSG00000093729,Vmn1r-ps141,unprocessed_pseudogene,0,chr17_cluster_2
chr17,20414146,20427462,13317,+,ENSMUSG00000091151,Vmn1r224,protein_coding,0,chr17_cluster_2
chr17,20426408,20427383,976,-,ENSMUSG00000093705,Vmn1r-ps142,unprocessed_pseudogene,0,chr17_cluster_2
chr17,20432830,20433433,604,-,ENSMUSG00000093454,Vmn1r-ps143,unprocessed_pseudogene,0,chr17_cluster_2
chr17,20498158,20518971,20814,+,ENSMUSG00000043537,Vmn1r225,protein_coding,0,chr17_cluster_2
chr17,20682843,20694245,11403,+,ENSMUSG00000042848,Vmn1r226,protein_coding,0,chr17_cluster_2
chr17,20729843,20741856,12014,+,ENSMUSG00000067951,Vmn1r227,protein_coding,0,chr17_cluster_2
chr17,20774984,20786157,11174,-,ENSMUSG00000060245,Vmn1r228,protein_coding,0,chr17_cluster_2
chr17,20811555,20823627,12073,+,ENSMUSG00000117148,Vmn1r229,protein_coding,0,chr17_cluster_2
chr17,20840444,20852857,12414,+,ENSMUSG00000045417,Vmn1r230,protein_coding,0,chr17_cluster_2
chr17,20889183,20905091,15909,-,ENSMUSG00000050933,Vmn1r231,protein_coding,0,chr17_cluster_2
chr17,20913163,20919714,6552,-,ENSMUSG00000062165,Vmn1r232,protein_coding,0,chr17_cluster_2
chr17,20926165,20938090,11926,+,ENSMUSG00000067949,Vmn1r-ps144,transcribed_unprocessed_pseudogene,0,chr17_cluster_2
chr17,20969061,20969484,424,-,ENSMUSG00000093429,Vmn1r-ps145,unprocessed_pseudogene,0,chr17_cluster_2
chr17,20989747,20996464,6718,-,ENSMUSG00000045575,Vmn1r233,protein_coding,0,chr17_cluster_2
chr17,21080134,21080661,528,-,ENSMUSG00000093453,Vmn1r-ps146,unprocessed_pseudogene,0,chr17_cluster_2
chr17,21224747,21226002,1256,-,ENSMUSG00000093788,Vmn1r-ps147,unprocessed_pseudogene,0,chr17_cluster_2
chr17,21226087,21235467,9381,+,ENSMUSG00000057203,Vmn1r234,protein_coding,0,chr17_cluster_2
chr17,21244841,21245295,455,+,ENSMUSG00000093648,Vmn1r-ps148,unprocessed_pseudogene,0,chr17_cluster_2
chr17,21256411,21266590,10180,+,ENSMUSG00000050102,Vmn1r235,protein_coding,0,chr17_cluster_2
chr17,21269288,21269470,183,-,ENSMUSG00000093449,Vmn1r-ps149,unprocessed_pseudogene,0,chr17_cluster_2
chr17,21282942,21294300,11359,+,ENSMUSG00000054142,Vmn1r236,protein_coding,0,chr17_cluster_2
chr17,21311865,21323647,11783,+,ENSMUSG00000058030,Vmn1r237,protein_coding,0,chr17_cluster_2
chr17,21323031,21323647,617,-,ENSMUSG00000079693,Vmn1r-ps150,unprocessed_pseudogene,0,chr17_cluster_2
chr18,3026994,3027882,889,-,ENSMUSG00000093774,Vmn1r-ps151,unprocessed_pseudogene,0,chr18_cluster_1
chr18,3080776,3081505,730,-,ENSMUSG00000093444,Vmn1r-ps152,unprocessed_pseudogene,0,chr18_cluster_1
chr18,3122492,3123412,921,-,ENSMUSG00000091539,Vmn1r238,protein_coding,0,chr18_cluster_1
chrX,147452775,147453710,936,-,ENSMUSG00000067262,Vmn1r239-ps,protein_coding,0,chrX_cluster_1
